Date,US ALL EMPS - NONFARM INDUSTRIES TOTAL (PAYROLL SURVEY) VOLA,US TOTAL CIVILIAN EMPLOYMENT VOLA,US UNEMPLOYED (16 YRS & OVER) VOLA,US UNEMPLOYMENT RATE SADJ,US JOB OPENINGS: TOTAL NONFARM (LEVEL) VOLN,US AHE: PROD EMPS - TOTAL PRIVATE CURA,US AHE: PROD EMPS - MANUFACTURING CURN,US CHALLENGER JOB-CUT ANNOUNCEMENTS VOLN,US CONSUMER CREDIT OUTSTANDING CURA,US CONSUMER CONFIDENCE INDEX SADJ,"US RETAIL SALES & FOOD SERVICES, TOTAL CURA",US POPULATION (ESTIMATES USED IN TIOL ACCOUNTS) VOLN,US CPI - ALL URBAN: ALL ITEMS SADJ,US CPI - ALL ITEMS LESS FOOD & ENERGY (CORE) SADJ,US CPI- ALL URBAN SAMPLE: ALL ITEMS - ANNUAL INFLATION RATE DJ,US NEW PASSENGER CARS - TOTAL REGISTRATIONS VOLN,US AUTODATA RETAIL SALES OF NEW LIGHT VEHICLES: TOTAL (AR) VOLA,US AUTODATA RETAIL SALES OF NEW LIGHT VEHICLES: DOM. (AR) VOLA,US AUTODATA RETAIL SALES OF NEW CARS: DOMESTIC (AR) VOLA,US AUTODATA RETAIL SALES OF NEW LIGHT TRUCKS: DOMESTIC (AR) VOLA,US SALES OF NEW ONE FAMILY HOUSES (AR) VOLA,US PENDING HOME SALES INDEX (AR) SADJ,US TIOL ASSOCIATION OF HOME BUILDERS HOUSING MARKET INDEX,US CAPACITY UTILIZATION RATE - ALL INDUSTRY SADJ,US ISM PURCHASING MAGERS INDEX (MFG SURVEY) SADJ,US ISM NONMANUFACTURERS SURVEY INDEX: COMPOSITE DJ,US PHILADELPHIA FED MBOS: GENL BUS ACTIV - INDEX SADJ,US EMPIRE STATE MFG SURVEY DIFFUSION INDEX: GENERAL BUS CONDITIO,US INDUSTRIAL PRODUCTION - TOTAL INDEX VOLA,US CONSTRUCTION EXPENDITURES - TOTAL (AR) CURA,US NEW ORDERS - ALL MANUFACTURING INDUSTRIES CURA,"US NEW ORDERS - MANUFACTURING, EXCLUDING TRANSPORTATION CURA",US BUSINESS INVENTORIES (MFG & TRADE) CURA,US WHOLESALE TRADE INVENTORIES - TOTAL CURA,US PPI - FIL DEMAND SADJ,US PPI - FIL DEMAND LESS FOODS AND ENERGY SADJ,,US FEDERAL GOVERNMENT BUDGET BALANCE CURN,US TOTAL TREASURY SECURITIES OUTSTANDING (PUBLIC DEBT) CURN,US FOREIGN RESERVE ASSETS CURN,US EXPORTS F.A.S. CURA,US IMPORTS F.A.S. CURA,US VISIBLE TRADE BALANCE F.A.S.-F.A.S. CURA,US US $ TO EURO NOON NY (EP) DJ,US TRADE-WEIGHTED VALUE OF US DOLLAR AGAINST MAJOR CURRENCIES,US EXP - ALL COMMODITIES (END USE) DJ,US IMP - ALL COMMODITIES (END USE) DJ,US PPI - FIL DEMAND DJ,US THE CONFERENCE BOARD LEADING ECONOMIC INDICATORS INDEX SADJ,US MONEY SUPPLY M2 (BCI 106) CO,US CONSUMER CONFIDENCE INDEX SADJ,US TIOL ASSOCIATION OF HOME BUILDERS HOUSING MARKET INDEX,US ISM PURCHASING MAGERS INDEX (MFG SURVEY) SADJ,US ISM NONMANUFACTURERS SURVEY INDEX: COMPOSITE DJ,US CHICAGO PURCHASING MAGER BUSINESS BAROMETER (SA) SADJ,US PHILADELPHIA FED MBOS: GENL BUS ACTIV - INDEX SADJ,US EMPIRE STATE MFG SURVEY DIFFUSION INDEX: GENERAL BUS CONDITIO,US TIPP ECONOMIC OPTIMISM INDEX: OVERALL DJ,US PERSOL INCOME (MONTHLY SERIES) (AR) CURA,US PERSOL SAVING AS % OF DISPOSABLE PERSOL INCOME SADJ,US DISPOSABLE PERSOL INCOME (AR) CURA,US PERSOL CONSUMPTION EXPENDITURES (AR) CURA,US CHAIN-TYPE PRICE INDEX FOR PCE LESS FOOD & ENERGY SADJ,US FOREIGN RESERVE ASSETS CURN,US US $ TO EURO NOON NY (EP) DJ,US TRADE-WEIGHTED VALUE OF US DOLLAR AGAINST MAJOR CURRENCIES,US MONETARY BASE CURN,US MONEY SUPPLY M1 CURN,US FEDERAL FUNDS RATE (MONTHLY AVERAGE) DJ,US TREASURY BILL RATE - 3 MONTH (EP) DJ,US INTERBANK RATE - 3 MONTH (LONDON) (MONTH AVG) DJ,US PRIME RATE CHARGED BY BANKS (MONTH AVG) DJ,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR DJ,US TOTAL TREASURY SECURITIES OUTSTANDING (PUBLIC DEBT) CURN,US FOREIGN NET LONG TERM FLOWS IN SECURITIES CURN,US COMMERCIAL BANK ASSETS - LOANS & LEASES IN BANK CREDIT CURA,US COMMERCIAL BANK ASSETS - COMMERCIAL & INDUSTRIAL LOANS CURA,US CPI - ALL URBAN: ALL ITEMS SADJ,US CPI - ALL ITEMS LESS FOOD & ENERGY (CORE) SADJ,US EXP - ALL COMMODITIES (END USE) DJ,US IMP - ALL COMMODITIES (END USE) DJ,US PPI - FIL DEMAND SADJ,US PPI - FIL DEMAND LESS FOODS AND ENERGY SADJ,SPX 500 Percent Shift Next Month
10/15/09,130055,138432,15352,10,2553,18.75,18.34,55679,2558.11398,48.7,341578,308071,216.509,220.501,-0.18,406.4,10.41,7.725517,3.71,4.014698,396,109.7,17,69.118,56,50.9,12.7,33.2,89.9136,866.972,368203,328233,1322393,392111,,,,-176363,11893091,134690,94829,139309,-44480,1.4755,72.847,117.9,122.3,,94.8,8388.3,48.7,17,56,50.9,53.9,12.7,33.2,48.7,12081.1,5.4,10945.4,9924.564,100.581,134690,1.4755,72.847,1936314,1663.8,0.12,0.05,0.2831,3.25,4.16,11893091,19315,6480.3866,1307.694,216.509,220.501,117.9,122.3,,,0.057363997
11/15/09,130053,138659,15219,9.9,2164,18.81,18.41,50349,2549.07237,50.6,344579,308289,217.234,220.666,1.84,376.9,10.86,8.148871,3.85,4.29582,375,95.2,17,69.512,54.4,49.3,15.4,25.8,90.2811,853.896,370933,331853,1330604,398011,100.2,,,-120287,12113048,135020,94635,143475,-48840,1.4994,72.423,118.9,124.1,100,95.8,8401.5,50.6,17,54.4,49.3,55.3,15.4,25.8,47.9,12137.2,5.7,10996.3,9946.099,100.666,135020,1.4994,72.423,2024608,1682.7,0.12,0.06,0.2681,3.25,4.24,12113048,126416,6519.2308,1289.8603,217.234,220.666,118.9,124.1,100.2,,0.017770598
12/15/09,129778,138013,15098,9.9,2145,18.84,18.48,45094,2555.01664,53.6,346215,308495,217.347,220.881,2.72,438.6,11.12,8.383067,4.14,4.243591,352,92.3,16,69.8259,55.3,49.9,16.5,5.2,90.5265,838.737,369435,334491,1329206,396388,100.3,,,-91410,12311350,130760,98293,147620,-49327,1.4332,73.3012,119.7,124.4,99.9,96.7,8394.4,53.6,16,55.3,49.9,55.3,16.5,5.2,46.8,12183.5,5.7,11040.4,10000.613,100.713,130760,1.4332,73.3012,2026220,1724,0.12,0.06,0.2528,3.25,4.4,12311350,73721,6456.7456,1265.144,217.347,220.881,119.7,124.4,100.3,,-0.036974262
1/15/10,129801,138438,15046,9.8,2744,18.89,18.49,71482,2540.99062,56.5,346252,308706,217.488,220.633,2.63,393,10.67,7.826057,3.68,4.142324,345,93.3,15,70.7636,57.6,50.1,12.9,15,91.5636,814.452,394862,338756,1331183,396723,101.2,,,-42634,12278636,129960,98302,146808,-48506,1.387,73.845,120.7,125.9,101,97.3,8343.6,56.5,15,57.6,50.1,59,12.9,15,48.8,12235.9,5.6,11041.1,10003.39,100.807,129960,1.387,73.845,1994962,1673.7,0.11,0.08,0.2491,3.25,4.5,12278636,15028,6386.923,1238.7784,217.488,220.633,120.7,125.9,101.2,,0.028513693
2/15/10,129733,138581,15113,9.8,2435,18.92,18.49,42090,2530.2269,46.4,346835,308904,217.281,220.731,2.14,392.1,10.14,7.534741,3.47,4.063055,336,97.5,17,71.1651,56.1,51.8,13.9,20.9,91.8988,808.245,389950,341531,1338381,397929,101,,,-220909,12440068,129293,99555,150520,-50965,1.366,75.5286,120.3,125.8,100.9,97.3,8393.8,46.4,17,56.1,51.8,57.3,13.9,20.9,46.8,12213.3,5.2,11023,10034.681,100.89,129293,1.366,75.5286,2115182,1684.8,0.13,0.13,0.2517,3.25,4.48,12440068,49352,6321.7112,1223.694,217.281,220.731,120.3,125.8,101,,0.058796368
3/15/10,129897,138751,15202,9.9,2610,18.92,18.47,67611,2536.79938,52.3,354564,309095,217.353,220.783,2.31,539.8,11.57,8.646124,3.89,4.760281,381,100.8,15,71.809,58.9,53.4,14.2,19.6,92.5394,815.113,397691,352554,1346718,400209,101.1,,,-65387,12773123,127521,103530,153982,-50452,1.3526,75.2227,121.2,126.3,101.2,99.1,8384.5,52.3,15,58.9,53.4,59.3,14.2,19.6,45.4,12255.3,5,11060.3,10095.499,101.033,127521,1.3526,75.2227,2079591,1729.1,0.16,0.16,0.2915,3.25,4.49,12773123,139697,6385.561,1210.2476,217.353,220.783,121.2,126.3,101.1,,0.014759327
4/15/10,130140,139297,15325,9.9,3408,18.96,18.52,38326,2530.99598,57.7,357095,309284,217.403,220.822,2.24,493.7,11.26,8.499567,3.75,4.747595,422,112.1,19,72.2624,58.3,55.1,16,27.2,92.928,825.199,405317,351334,1352268,401030,101.4,99.9,,-82689,12948739,126481,102397,153706,-51309,1.3302,75.405,122.5,127.7,101.6,99.6,8417.9,57.7,19,58.3,55.1,60.9,16,27.2,48.4,12344.8,5.6,11141.1,10106.906,101.061,126481,1.3302,75.405,2014449,1715.5,0.2,0.16,0.3466,3.25,4.53,12948739,77631,6703.2008,1207.3863,217.403,220.822,122.5,127.7,101.4,99.9,-0.081975916
5/15/10,130664,139241,14849,9.6,2893,19.01,18.57,38810,2523.15673,62.7,354267,309470,217.29,220.962,2.02,531.8,11.85,8.965975,3.87,5.099933,280,78.1,22,73.4993,58.3,55.3,22.2,18.1,94.3244,821.833,401228,350539,1354200,402886,101.6,100.2,,-135927,12992539,124174,105517,158128,-52610,1.2369,78.5014,123.1,126.7,101.8,99.7,8466.4,62.7,22,58.3,55.3,63.7,22.2,18.1,48.7,12438.5,6,11220.6,10140.19,101.182,124174,1.2369,78.5014,2012331,1707.7,0.2,0.16,0.5363,3.25,4.11,12992539,31902,6664.1323,1196.7358,217.29,220.962,123.1,126.7,101.6,100.2,-0.053882377
6/15/10,130527,139141,14474,9.4,2662,19.03,18.54,39358,2519.57951,54.3,353811,309666,217.199,221.194,1.05,515.7,11.42,8.478942,3.72,4.759724,305,76.4,16,73.7844,56,54.5,15,19.9,94.5056,822.777,401768,351941,1365963,405233,101.4,100.1,,-68422,13201792,124514,104494,162202,-57709,1.2291,79.0684,122.2,125.2,101.6,99.8,8476.2,54.3,16,56,54.5,61.8,15,19.9,46.2,12456.7,5.9,11231.2,10165.853,101.288,124514,1.2291,79.0684,2002433,1731.9,0.18,0.18,0.5339,3.25,3.95,13201792,42993,6637.8622,1190.1552,217.199,221.194,122.2,125.2,101.4,100.1,0.068777833
7/15/10,130459,139179,14512,9.4,3137,19.05,18.56,41676,2517.78593,51,354457,309876,217.605,221.363,1.24,480.4,11.74,8.738547,3.82,4.921612,283,80.6,14,74.257,55.7,54.6,7.7,5.5,94.9417,796.903,405255,350033,1377751,410253,101.6,100.3,,-165043,13237727,129127,107246,159664,-52417,1.3069,76.7715,122,125.2,101.7,100,8470.9,51,14,55.7,54.6,64.2,7.7,5.5,44.7,12497.8,5.9,11253.9,10184.305,101.345,129127,1.3069,76.7715,1994298,1718,0.18,0.15,0.4538,3.25,3.8,13237727,59439,6613.4261,1188.963,217.605,221.363,122,125.2,101.6,100.3,-0.047449165
8/15/10,130423,139438,14648,9.5,2961,19.1,18.58,34768,2517.76829,53.2,356505,310097,217.923,221.509,1.15,505.9,11.83,8.621096,3.7,4.925643,282,81.2,13,74.6867,57.2,52.5,3.6,10.3,95.3385,798.36,409351,354960,1389526,415296,101.8,100.3,,-90526,13449653,128447,107428,164528,-57100,1.2704,75.9504,123,125.7,101.9,100.3,8504.7,53.2,13,57.2,52.5,59.8,3.6,10.3,43.6,12563.2,5.8,11304.7,10247.057,101.442,128447,1.2704,75.9504,1993664,1739.2,0.19,0.14,0.2956,3.25,3.52,13449653,126487,6605.3814,1187.9481,217.923,221.509,123,125.7,101.8,100.3,0.087551104
9/15/10,130371,139396,14579,9.5,2789,19.12,18.75,37151,2518.72202,48.6,359326,310323,218.275,221.711,1.14,484.1,11.74,8.618096,3.72,4.902999,317,81.3,13,74.9997,56.5,53.4,4.5,10.2,95.6063,803.378,420683,359559,1406574,421848,102.1,100.5,,-34607,13561623,133099,107734,163835,-56100,1.3601,74.9907,123.7,125.7,102,100.9,8521.3,48.6,13,56.5,53.4,61.8,4.5,10.2,45.3,12570.6,5.6,11301.3,10268.906,101.488,133099,1.3601,74.9907,1961226,1741,0.19,0.16,0.29,3.25,3.47,13561623,75443,6576.9045,1186.0947,218.275,221.711,123.7,125.7,102.1,100.5,0.036855941
10/15/10,130633,139119,14516,9.4,3194,19.22,18.7,37986,2527.85988,49.9,363736,310538,219.035,221.83,1.17,415.9,12.24,9.057087,3.71,5.347895,291,85.7,15,74.9085,57.9,55.4,0.3,15.5,95.3785,798.831,420145,360160,1420780,430627,102.5,100.6,,-140432,13668825,135392,112730,165302,-52571,1.3916,72.304,124.7,127.1,102.5,100.9,8552,49.9,15,57.9,55.4,61.6,0.3,15.5,46.4,12636.5,5.4,11355.5,10343.716,101.559,135392,1.3916,72.304,1961720,1767,0.19,0.12,0.2859,3.25,3.52,13668825,29393,6565.3427,1184.8125,219.035,221.83,124.7,127.1,102.5,100.6,-0.002290283
11/15/10,130752,139044,15081,9.8,2710,19.22,18.75,48711,2528.18893,57.8,367330,310734,219.59,222.149,1.14,416.7,12.12,8.998037,3.75,5.252518,287,88.3,16,75.0101,57.6,56.3,19.2,-7.3,95.4163,798.208,424744,371240,1430480,433524,102.8,100.7,,-150394,13860774,130282,113521,164893,-51372,1.3036,72.8305,126.6,129.2,102.6,101.9,8564.4,57.8,16,57.6,56.3,61.4,19.2,-7.3,46.7,12696.3,5.3,11407.2,10399.756,101.665,130282,1.3036,72.8305,1973139,1828.3,0.19,0.17,0.3003,3.25,3.82,13860774,84359,6560.1411,1186.91,219.59,222.149,126.6,129.2,102.8,100.7,0.065300072
12/15/10,130839,139301,14348,9.3,2553,19.22,18.86,32004,2646.81126,63.4,369294,310921,220.472,222.343,1.5,463,12.45,9.429308,4.09,5.336788,326,88.8,16,75.7174,57.3,56.8,15.4,11.8,96.2444,786.597,430303,380376,1447533,440159,103.1,100.8,,-78134,14025215,132433,116039,170290,-54250,1.3269,73.795,127.5,131,102.7,103.1,8578.4,63.4,16,57.3,56.8,64.5,15.4,11.8,45.8,12816.4,5.9,11514.5,10436.084,101.667,132433,1.3269,73.795,2017000,1870.9,0.18,0.12,0.3028,3.25,4.17,14025215,61305,6555.7479,1192.3678,220.472,222.343,127.5,131,103.1,100.8,0.02264559
1/15/11,130882,139250,14013,9.1,3036,19.3,18.97,38519,2655.04953,64.8,372047,311092,221.187,222.803,1.63,438.4,12.57,9.551443,3.99,5.558364,307,89,16,75.6799,59.6,57.7,16.5,9.5,96.1454,754.71,445682,383690,1457975,443772,103.7,101.2,,-49796,14131051,133943,117337,178698,-61361,1.3715,72.9286,129.1,133,103.4,103,8597.1,64.8,16,59.6,57.7,65.9,16.5,9.5,51.9,13019.1,6.3,11600.4,10474.689,101.808,133943,1.3715,72.9286,2047917,1855.1,0.17,0.15,0.3044,3.25,4.28,14131051,48568,6524.246,1196.0004,221.187,222.803,129.1,133,103.7,101.2,0.031956583
2/15/11,131071,139394,13820,9,2906,19.31,18.93,50702,2664.47007,72,374970,311250,221.898,223.213,2.11,491.5,12.89,9.769545,4.32,5.454419,270,87.7,16,75.37,60,58.1,28.7,11.2,95.7235,757.019,437209,382956,1466725,448870,104.3,101.5,,-222507,14194764,134655,115705,174228,-58524,1.3793,71.9778,130.8,135.3,104.2,103.9,8620.5,72,16,60,58.1,64.7,28.7,11.2,50.9,13090.6,6.4,11664.6,10512.42,101.983,134655,1.3793,71.9778,2211605,1858.2,0.16,0.15,0.3095,3.25,4.42,14194764,21660,6496.8889,1199.6625,221.898,223.213,130.8,135.3,104.3,101.5,-0.001047302
3/15/11,131296,139639,13737,9,3081,19.31,18.9,41528,2672.92636,63.8,378472,311416,223.046,223.454,2.68,627.8,12.93,9.735899,4.48,5.257458,300,87.8,17,76.1005,59.4,55.8,36.4,12.1,96.6445,768.276,460317,395348,1486522,453752,105,102,,-188154,14270115,139315,122617,181256,-58638,1.4183,70.7821,132.7,139.3,105.2,105,8633.9,63.8,17,59.4,55.8,68.8,36.4,12.1,43,13123.2,6.1,11691.7,10583.52,102.131,139315,1.4183,70.7821,2395330,1909,0.14,0.09,0.303,3.25,4.27,14270115,13922,6482.077,1207.0765,223.046,223.454,132.7,139.3,105,102,0.028495358
4/15/11,131642,139586,13957,9.1,3486,19.36,18.92,36490,2678.99368,66,380796,311592,224.093,223.727,3.16,557.7,13.11,10.003353,4.56,5.44134,310,84.9,16,75.7964,59.1,55,12.9,18.9,96.2727,768.555,456066,397783,1499728,456287,105.5,102.3,,-40387,14287630,142989,124393,181060,-56667,1.4821,69.5138,133.8,142.9,105.9,104.9,8658.9,66,16,59.1,55,66.1,12.9,18.9,40.8,13147.9,5.8,11712.1,10624.644,102.384,142989,1.4821,69.5138,2496574,1917.5,0.1,0.04,0.273,3.25,4.28,14287630,21746,6486.1515,1214.7651,224.093,223.727,133.8,142.9,105.5,102.3,-0.013500928
5/15/11,131719,139624,13855,9,3110,19.4,18.91,37135,2686.00502,61.7,380402,311775,224.806,224.175,3.57,581.6,12.04,9.146932,4.03,5.120943,305,87.7,16,75.9359,53.7,54.9,6.1,10.3,96.4871,775.999,457542,397578,1516283,465597,105.8,102.5,,-57641,14344668,146946,123588,185321,-61733,1.4376,69.6158,134.3,143.1,106.1,105.6,8677.9,61.7,16,53.7,54.9,58.4,6.1,10.3,42.8,13185.1,5.9,11744,10653.063,102.628,146946,1.4376,69.6158,2567185,1933.7,0.09,0.06,0.2529,3.25,4.01,14344668,21358,6488.973,1228.9512,224.806,224.175,134.3,143.1,105.8,102.5,-0.018257508
6/15/11,131944,139384,13962,9.1,3234,19.42,18.87,41432,2694.6907,57.6,383072,311975,224.806,224.697,3.56,505.4,11.69,8.935466,3.96,4.970668,301,89.8,13,76.0681,56.6,54.2,-0.4,-5.3,96.715,797.238,453360,398351,1524710,470771,105.9,102.7,,-43080,14343088,147660,121316,185391,-64075,1.4523,69.53,134.5,142.2,106,105.5,8750.6,57.6,13,56.6,54.2,63.5,-0.4,-5.3,44.6,13251.4,6.1,11798.8,10676.363,102.767,147660,1.4523,69.53,2648548,1953.7,0.09,0.03,0.2458,3.25,3.91,14343088,2260,6496.7814,1233.6377,224.806,224.697,134.5,142.2,105.9,102.7,-0.021474437
7/15/11,132013,139524,13763,9,3647,19.48,18.9,66414,2716.64644,59.2,382930,312186,225.395,225.218,3.63,488.3,12.39,9.586223,4.04,5.549303,296,90.1,15,76.3316,52.5,53.5,7.1,-5.8,97.1317,792.089,462516,401925,1529868,474022,106.1,102.9,,-129376,14342369,149704,125104,185822,-60718,1.4388,69.0928,134,142.4,106.3,106.1,8908.2,59.2,15,52.5,53.5,61.9,7.1,-5.8,41.4,13337,6.2,11869,10727.095,102.942,149704,1.4388,69.0928,2684801,1994,0.07,0.1,0.2555,3.25,3.95,14342369,1985,6516.2122,1244.3659,225.395,225.218,134,142.4,106.1,102.9,-0.056791098
8/15/11,132123,139942,13818,9,3236,19.48,18.82,51114,2708.70497,45.2,383822,312406,226.106,225.862,3.77,514.6,12.34,9.531206,4.06,5.475867,299,90.1,15,76.7004,52.3,53.6,-19.6,-3.5,97.7027,805.366,467702,400458,1538887,475917,106.3,103.3,,-134143,14684293,150654,125120,185727,-60607,1.4406,69.0608,134.6,141.9,106.4,105.4,9087.6,45.2,15,52.3,53.6,59.1,-19.6,-3.5,35.8,13358.9,6.2,11888,10745.639,103.157,150654,1.4406,69.0608,2657678,2101.4,0.1,0.02,0.3272,3.25,3.24,14684293,57926,6536.8109,1263.4589,226.106,225.862,134.6,141.9,106.3,103.3,-0.071762013
9/15/11,132371,140183,13948,9,3505,19.5,18.93,115730,2719.42345,46.4,387402,312629,226.597,226.118,3.87,482.5,13.09,10.090156,4.17,5.923858,304,88.6,14,76.5499,52.7,52.3,-10.6,-3.9,97.6288,807.01,461772,403304,1534542,472085,106.7,103.5,,-62750,14790340,148487,127409,185718,-58309,1.3449,71.1978,135.3,141.7,106.6,104.9,9089.6,46.4,14,52.7,52.3,62.4,-10.6,-3.9,39.9,13345.9,5.7,11873,10790.634,103.23,148487,1.3449,71.1978,2637680,2098.6,0.08,0.02,0.3743,3.25,2.83,14790340,76438,6544.6054,1269.8805,226.597,226.118,135.3,141.7,106.7,103.5,0.107723038
10/15/11,132580,140368,13594,8.8,3594,19.55,18.96,42759,2727.94861,40.9,390299,312832,226.75,226.506,3.53,451.9,13.42,10.255627,4.36,5.892998,316,91.5,17,76.9893,51.5,52.9,6.2,-5.3,98.3224,802.658,461767,403934,1545611,477071,106.3,103.2,,-98466,14993709,150695,127268,186685,-59417,1.3947,71.6319,132.6,141.2,106.3,105.6,9115.5,40.9,17,51.5,52.9,59.3,6.2,-5.3,40.3,13359.6,5.5,11890.7,10827.551,103.371,150695,1.3947,71.6319,2637757,2127.7,0.07,0.01,0.4294,3.25,2.87,14993709,14308,6576.9515,1280.0803,226.75,226.506,132.6,141.2,106.3,103.2,-0.005058645
11/15/11,132721,140826,13302,8.6,2935,19.57,18.95,42474,2746.20094,55.2,391571,313018,227.169,226.899,3.39,449.3,13.3,10.132928,4.24,5.896692,328,94.1,19,76.7776,51.9,52.9,4.1,5.1,98.1979,806.301,472226,406596,1553239,478522,106.6,103.4,,-137302,15110499,148028,125713,187195,-61482,1.3453,72.2681,132.7,142.2,106.4,105.7,9150.8,55.2,19,51.9,52.9,61.1,4.1,5.1,40.6,13363.2,5.6,11895.5,10828.701,103.539,148028,1.3453,72.2681,2605420,2163.9,0.08,0.01,0.5289,3.25,2.72,15110499,67969,6604.4255,1292.7666,227.169,226.899,132.7,142.2,106.6,103.4,0.008532752
12/15/11,132930,140902,13093,8.5,3048,19.58,19.07,41785,2757.79385,64.8,391744,313199,227.223,227.405,2.96,492.2,13.56,10.354638,4.3,6.058831,341,95.5,21,77.0417,52.9,52.5,2.5,11.6,98.6923,814.989,480697,409954,1561395,485044,106.5,103.4,,-85967,15222940,147953,126937,190853,-63916,1.2973,73.2866,132.1,142.2,106,106.3,9190.1,64.8,21,52.9,52.5,61.5,2.5,11.6,42.8,13472.4,6.4,11988.6,10827.293,103.656,147953,1.2973,73.2866,2619586,2207.7,0.07,0.02,0.581,3.25,2.67,15222940,20908,6614.4655,1303.7638,227.223,227.405,132.1,142.2,106.5,103.4,0.043583015
1/15/12,133288,141584,12797,8.3,3769,19.57,19.1,53486,2768.69591,61.5,395317,313367,227.842,227.877,2.93,503.5,14.05,10.581281,4.78,5.796905,335,97,25,77.4067,53.3,56.1,7.5,11.4,99.3264,823.375,479300,405936,1568409,486117,106.9,103.8,,-27407,15356140,149280,125888,191551,-65663,1.3053,73.4249,132.5,142.2,106.6,106.5,9241.2,61.5,25,53.3,56.1,57.4,7.5,11.4,47.5,13567.1,6.6,12107.1,10905.563,103.94,149280,1.3053,73.4249,2640764,2208.7,0.08,0.06,0.5424,3.25,2.7,15356140,112127,6651.6258,1321.1639,227.842,227.877,132.5,142.2,106.9,103.8,0.04058945
2/15/12,133525,141858,12813,8.3,3341,19.59,19.03,51728,2777.97231,71.6,400042,313528,228.329,228.034,2.87,575.3,14.65,10.952238,5.15,5.800991,366,97.4,28,77.5027,53.4,56,10,16.5,99.6217,825.163,481488,410214,1581995,493082,107.2,104.1,,-231677,15488891,148882,127270,186727,-59457,1.3359,72.3476,133.1,142.2,107.1,107.2,9263.9,71.6,28,53.4,56,61.7,10,16.5,49.4,13675.2,6.7,12201.4,10975.925,104.081,148882,1.3359,72.3476,2694422,2194,0.1,0.08,0.4843,3.25,2.75,15488891,7584,6705.3578,1344.0951,228.329,228.034,133.1,142.2,107.2,104.1,0.031332377
3/15/12,133758,142036,12713,8.2,3796,19.64,19.02,37880,2791.94754,69.5,401859,313696,228.807,228.478,2.65,690.9,14.26,10.804071,5.06,5.744588,354,98.6,28,76.9349,53.6,55.6,8.8,15.1,99.0674,828.668,479114,412434,1588830,494736,107.4,104.3,,-198157,15582079,149078,130489,196615,-66126,1.3334,73.0206,134.1,144.2,107.7,107.7,9287.6,69.5,28,53.6,55.6,62,8.8,15.1,47.5,13744.8,7,12261.4,10987.202,104.282,149078,1.3334,73.0206,2655219,2245.5,0.13,0.07,0.4682,3.25,2.94,15582079,36638,6717.5449,1351.1925,228.807,228.478,134.1,144.2,107.4,104.3,-0.007497497
4/15/12,133836,141899,12646,8.2,3893,19.68,19.14,40559,2805.10098,68.7,400077,313865,229.187,228.905,2.3,651.1,14.51,11.037529,5.06,5.979427,354,98.3,24,77.4129,54,54.4,5.6,7.3,99.8626,834.951,474340,407336,1595632,498179,107.7,104.6,,59117,15692368,152463,129049,192329,-63280,1.3229,72.8921,134.7,144.1,108,107.5,9329.7,68.7,24,54,54.4,57.5,5.6,7.3,49.3,13801.1,7.2,12310.5,11017.359,104.461,152463,1.3229,72.8921,2639850,2268.2,0.14,0.1,0.4659,3.25,2.82,15692368,41276,6740.9382,1368.4608,229.187,228.905,134.7,144.1,107.7,104.6,-0.062650671
5/15/12,133951,142206,12660,8.2,3692,19.68,19.01,61887,2824.70453,64.4,399370,314043,228.713,229.224,1.7,662.8,14.1,10.833743,4.81,6.023985,370,97.8,28,77.409,53.1,54.4,-0.8,14.8,100.0384,849.347,470164,402740,1601989,499546,107.6,104.8,,-124636,15770685,148865,129328,191027,-61699,1.2364,74.0058,134,142,107.8,107.5,9363.4,64.4,28,53.1,54.4,52.8,-0.8,14.8,48.5,13805.1,7.3,12314.5,11010.291,104.588,148865,1.2364,74.0058,2616477,2248,0.16,0.07,0.4669,3.25,2.53,15770685,90573,6765.3847,1379.0058,228.713,229.224,134,142,107.6,104.8,0.039554921
6/15/12,134027,142391,12692,8.2,3791,19.72,19.04,37551,2836.83183,62.7,395782,314237,228.524,229.623,1.66,626.5,14.17,11.111544,4.97,6.142759,360,98.2,29,77.292,51.1,53.7,-12.5,1.5,100.0677,859.25,464550,392501,1606753,502275,107.3,104.7,,-59741,15856367,149830,129422,188830,-59407,1.2668,75.1149,131.7,138.7,107.4,107.1,9426.2,62.7,29,51.1,53.7,55.1,-12.5,1.5,46.7,13836.1,7.6,12339,10997.39,104.718,149830,1.2668,75.1149,2618755,2270.6,0.16,0.09,0.4606,3.25,2.31,15856367,15200,6780.7316,1398.0487,228.524,229.623,131.7,138.7,107.3,104.7,0.012597639
7/15/12,134170,142292,12656,8.2,3901,19.74,19.08,36855,2845.29644,65.4,397347,314442,228.59,229.97,1.41,595,14.16,11.115382,5,6.111992,369,100.3,35,77.3366,50,52.4,-12.6,3.5,100.304,857.301,474172,395676,1618797,507509,107.2,104.6,,-69604,15933235,149384,128698,187645,-58947,1.2315,75.3163,132.2,137.7,107.4,107.3,9486.3,65.4,35,50,52.4,54.8,-12.6,3.5,47,13808.8,7.1,12310,11034.902,104.831,149384,1.2315,75.3163,2647752,2314.1,0.16,0.11,0.4426,3.25,2.22,15933235,80651,6794.0034,1413.8327,228.59,229.97,132.2,137.7,107.2,104.6,0.019763362
